"","ROAD_ID","UNIT_ID","TRANSECT_ID","POINT_ID","PRIM_OBS","SEC_OBS","SURVEY_DATE","START_TIME","TEMP_F","TEMP_C","SKY","WIND","WIND_DIRECTION","HEARING","NOISE_DISTANCE_m","NOISE_DIRECTION","WAYPOINT","GPS_NAME","UTM1","UTM2","ELEVATION","pct_BG","pct_T","pct_LS","pct_TS","NOTES"
"439","COUN","C5","T20",13,"MG","KW","15-Jul-21","6:38",49,NA,"2",4,"W",0,NA,NA,440,3,492446,7150537,43,"0","90","10","0","MARSHY/SWAMPY"
"440","COUN","C5","T20",9,"MG","KW","15-Jul-21","7:03",50,NA,"2",5,"W",1,NA,NA,441,3,492952,7149910,33,"0","70","30","0","MARSHY/SWAMPY"
"441","COUN","C5","T20",5,"MG","KW","15-Jul-21","7:31",50,NA,"2",9,"W",1,NA,NA,442,3,493458,7149279,41,"0","70","30","0","MARSHY/SWAMPY"
"442","COUN","C5","T20",2,"MG","KW","15-Jul-21","7:57",51,NA,"2",5,"W",0,NA,NA,443,3,493960,7148650,34,"0","100","0","0","MARSHY/SWAMPY"
"443","COUN","C5","T20",1,"MG","KW","15-Jul-21","8:28",49,NA,"2",7,"W",3,20,"S",444,3,493394,7148089,2,"70","30","0","0","SANDY BEACH, SURVEYING RIGHT NEXT TO OCEAN!!!"
"444","COUN","C5","T20",4,"MG","KW","15-Jul-21","9:10",49,NA,"2",8,"W",2,120,"S",445,3,491813,7148766,3,"0","90","10","0","BEACH GRASS; 22M FROM ACTUAL POINT THAT IS IN A POND"
"445","KOUG","K2","T10",3,"KW","MG","16-Jul-21","4:51",52,NA,"2",0,NA,0,NA,NA,446,3,511732,7224243,86,"0","10","10","80","MOSQUITOES BAD"
"446","KOUG","K2","T10",7,"KW","MG","16-Jul-21","5:23",50,NA,"2",0,NA,0,NA,NA,447,3,511227,7224874,157,"0","20","10","70",""
"447","KOUG","K2","T10",11,"KW","MG","16-Jul-21","5:50",53,NA,"2",0,NA,0,NA,NA,448,3,511788,7225442,184,"0","0","30","70","SUPER TALL TUSSOCKS BETWEEN SHURBS"
"448","KOUG","K2","T10",15,"KW","MG","16-Jul-21","6:18",47,NA,"2",1,"N",0,NA,NA,449,3,512351,7226011,233,"0","90","10","0",""
"449","KOUG","K2","T10",19,"KW","MG","16-Jul-21","6:43",47,NA,"3",0,"N",0,NA,NA,450,3,512912,7226576,288,"0","100","0","0","BY ROUGHY NEST, VISIBILITY 75M; ABSOLUTELY DEAD, BIRDS NOT EVEN CHIPPING AT US"
